,age,workclass,fnlgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
31201,37,Private,213726,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,0,0,0,40,Philippines,0
31202,26,Private,31143,Some-college,10,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,United-States,0
31203,17,?,256173,10th,6,Never-married,?,Own-child,White,0,0,0,15,United-States,0
31204,26,Private,184872,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,0,55,United-States,1
31205,58,Private,202652,HS-grad,9,Separated,Other-service,Unmarried,White,0,0,0,40,Dominican-Republic,0
31206,61,?,101602,Doctorate,16,Married-civ-spouse,?,Husband,White,1,0,0,25,United-States,1
31207,64,Private,60940,HS-grad,9,Widowed,Sales,Not-in-family,White,0,8614,0,50,France,1
31208,19,Private,292590,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,0,0,0,25,United-States,0
31209,36,Private,141420,Bachelors,13,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,30,United-States,0
31210,47,Private,159389,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
31211,62,Private,254534,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
31212,36,State-gov,89508,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,1,0,0,40,United-States,0
31213,38,Self-emp-not-inc,238980,Some-college,10,Never-married,Sales,Not-in-family,White,1,0,0,60,United-States,0
31214,54,Private,178946,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,48,United-States,1
31215,31,Private,204752,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,0
31216,26,Private,290213,Some-college,10,Separated,Farming-fishing,Own-child,White,1,0,0,40,United-States,0
31217,50,Private,102615,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1902,40,United-States,1
31218,41,Private,291965,Some-college,10,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,0,0,0,40,Philippines,0
31219,52,Local-gov,175339,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,40,United-States,1
31220,28,Private,90547,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,0,0,0,23,United-States,0
31221,23,?,449101,HS-grad,9,Married-civ-spouse,?,Own-child,White,0,0,0,30,United-States,0
31222,46,Self-emp-not-inc,101722,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,3137,0,40,United-States,0
31223,32,?,981628,HS-grad,9,Divorced,?,Unmarried,Black,1,0,0,40,United-States,0
31224,59,?,147989,HS-grad,9,Widowed,?,Not-in-family,White,0,0,0,35,United-States,0
31225,30,Self-emp-inc,204470,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,36,United-States,1
31226,58,Local-gov,311409,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,1,7688,0,30,United-States,1
31227,36,Private,218015,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,48,United-States,0
31228,31,State-gov,77634,Preschool,1,Never-married,Other-service,Not-in-family,White,1,0,0,24,United-States,0
31229,52,Self-emp-not-inc,42984,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,70,United-States,1
31230,29,Private,413297,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,3411,0,70,Mexico,0
31231,48,Self-emp-not-inc,218835,Masters,14,Married-civ-spouse,Sales,Husband,White,1,0,0,50,England,0
31232,30,Private,341051,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,60,United-States,1
31233,58,Private,252419,11th,7,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,50,United-States,0
31234,20,Federal-gov,347935,Some-college,10,Never-married,Protective-serv,Own-child,Black,1,0,0,40,United-States,0
31235,19,Private,237848,Some-college,10,Never-married,Other-service,Own-child,White,1,0,0,3,United-States,0
31236,63,Private,174826,HS-grad,9,Divorced,Other-service,Not-in-family,White,0,0,0,40,United-States,0
31237,51,Self-emp-not-inc,170086,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,1,0,0,45,United-States,1
31238,53,Private,470368,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,0,0,0,48,United-States,0
31239,54,Federal-gov,75235,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,5178,0,40,United-States,1
31240,35,?,35854,Some-college,10,Never-married,?,Own-child,White,0,0,0,40,United-States,0
31241,26,Private,746432,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,1,0,0,48,United-States,0
31242,47,Self-emp-not-inc,258498,Some-college,10,Married-civ-spouse,Other-service,Wife,White,0,0,0,52,United-States,0
31243,44,Private,176063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,0
31244,80,Self-emp-not-inc,26865,7th-8th,4,Never-married,Farming-fishing,Unmarried,White,1,0,0,20,United-States,0
31245,55,Private,104724,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,1
31246,43,Private,346321,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,45,United-States,1
31247,49,Private,402462,Bachelors,13,Married-spouse-absent,Transport-moving,Unmarried,White,1,0,0,30,Columbia,0
31248,27,Private,153078,Prof-school,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,1,0,0,40,United-States,0
31249,42,Private,176063,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,55,United-States,1
31250,39,Private,451059,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,United-States,0
31251,36,?,229533,HS-grad,9,Married-civ-spouse,?,Husband,White,1,0,0,40,United-States,0
31252,32,Private,106437,HS-grad,9,Separated,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
31253,58,Local-gov,294313,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,0,0,0,55,United-States,0
31254,63,Private,67903,9th,5,Separated,Farming-fishing,Not-in-family,Black,1,0,0,40,United-States,0
31255,49,Private,133669,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,1
31256,36,Self-emp-inc,251730,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,60,United-States,1
31257,46,Private,72896,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
31258,47,Private,155664,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,99999,0,55,United-States,1
31259,39,Private,206520,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,1,0,0,45,United-States,0
31260,33,Private,72338,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,1,0,0,65,Japan,1
31261,43,Local-gov,34640,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Other,1,0,1887,40,United-States,1
31262,30,Private,236543,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,68,United-States,0
31263,39,Local-gov,43702,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,37,United-States,0
31264,44,Private,335248,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,0,0,0,40,United-States,0
31265,27,Private,198197,Bachelors,13,Never-married,Tech-support,Not-in-family,White,1,0,0,45,United-States,0
31266,80,?,281768,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,1,0,0,4,United-States,0
31267,31,Private,160594,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,1,0,0,3,United-States,0
31268,34,Local-gov,231826,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,El-Salvador,0
31269,28,Private,188171,Assoc-acdm,12,Never-married,Transport-moving,Own-child,White,1,0,0,60,United-States,0
31270,55,Private,125000,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,1
31271,36,Private,166509,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,0,0,0,40,United-States,0
31272,42,Private,402367,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,1,7688,0,45,United-States,1
31273,67,Local-gov,204123,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,10,United-States,0
31274,53,Self-emp-inc,220786,Some-college,10,Widowed,Sales,Not-in-family,White,0,0,0,60,United-States,0
31275,43,Private,254146,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,1902,40,United-States,1
31276,29,Local-gov,152461,Bachelors,13,Never-married,Tech-support,Not-in-family,White,0,0,0,42,United-States,0
31277,19,Private,223669,Some-college,10,Never-married,Other-service,Own-child,White,1,0,0,30,United-States,0
31278,51,Private,120270,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,1
31279,21,Self-emp-not-inc,304602,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,1,0,0,98,United-States,0
31280,54,Private,24108,Some-college,10,Separated,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
31281,42,Self-emp-not-inc,32546,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,1,7430,0,40,United-States,1
31282,41,Private,93885,Some-college,10,Divorced,Sales,Unmarried,White,0,0,0,48,United-States,0
31283,28,Private,210765,HS-grad,9,Never-married,Craft-repair,Own-child,White,1,0,0,40,United-States,0
31284,31,Private,191276,Assoc-voc,11,Divorced,Handlers-cleaners,Unmarried,White,0,0,0,40,United-States,0
31285,82,Self-emp-not-inc,71438,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,20,United-States,0
31286,23,Private,330571,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,0,0,0,16,United-States,0
31287,40,Local-gov,138634,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
31288,35,Private,112264,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,0
31289,24,Private,205865,HS-grad,9,Never-married,Sales,Unmarried,White,1,0,0,45,United-States,0
31290,21,Private,224640,Some-college,10,Never-married,Sales,Own-child,White,0,0,0,40,United-States,0
31291,27,Private,180758,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,30,United-States,0
31292,29,?,499935,Assoc-voc,11,Never-married,?,Unmarried,White,0,0,0,40,United-States,0
31293,40,Self-emp-not-inc,107762,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,45,United-States,0
31294,17,Private,214787,12th,8,Never-married,Adm-clerical,Own-child,White,0,0,0,25,United-States,0
31295,27,Private,211032,1st-4th,2,Never-married,Craft-repair,Not-in-family,White,1,0,0,40,Mexico,0
31296,34,Private,208353,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,1,0,0,40,United-States,0
31297,18,Private,157273,10th,6,Never-married,Other-service,Other-relative,Black,1,0,0,15,United-States,0
31298,39,Private,75891,Bachelors,13,Divorced,Tech-support,Unmarried,White,0,0,0,40,United-States,0
31299,34,Self-emp-inc,177675,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,65,United-States,1
31300,44,Private,182370,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
31301,18,?,200525,11th,7,Never-married,?,Own-child,White,0,0,0,25,United-States,0
31302,39,Private,174242,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,60,United-States,1
31303,28,Private,95566,1st-4th,2,Married-spouse-absent,Other-service,Own-child,Other,0,0,0,35,Dominican-Republic,0
31304,30,Private,30290,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,40,United-States,0
31305,60,Private,240951,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,0,0,0,40,United-States,0
31306,58,Private,183810,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,1,0,0,24,United-States,0
31307,49,Private,94342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,60,United-States,0
31308,61,Self-emp-inc,148577,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,55,United-States,1
31309,27,Private,103634,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,1,0,0,38,United-States,0
31310,59,Self-emp-not-inc,83542,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,White,1,0,0,40,United-States,0
31311,52,Federal-gov,76131,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,0,0,0,40,United-States,1
31312,42,Federal-gov,262402,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,0,0,0,40,United-States,0
31313,27,Private,198286,Some-college,10,Never-married,Other-service,Not-in-family,White,0,0,0,34,United-States,0
31314,41,Self-emp-inc,145441,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,1
31315,35,?,273558,Some-college,10,Never-married,?,Not-in-family,Black,1,0,0,30,United-States,0
31316,50,Local-gov,117496,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,24,United-States,0
31317,36,Private,128876,10th,6,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
31318,21,Private,199698,HS-grad,9,Never-married,Farming-fishing,Own-child,White,1,0,0,45,United-States,0
31319,38,Private,65390,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States,0
31320,46,Private,128645,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,0,0,0,40,United-States,0
31321,59,Private,53481,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,50,United-States,0
31322,55,Private,92215,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,0,0,0,45,United-States,0
31323,49,Local-gov,78859,Masters,14,Widowed,Prof-specialty,Unmarried,White,0,0,323,20,United-States,0
31324,59,Self-emp-inc,187502,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,50,United-States,1
31325,38,Private,242080,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,0,55,United-States,1
31326,22,Private,41837,Some-college,10,Never-married,Transport-moving,Own-child,White,1,0,0,25,United-States,0
31327,28,Private,291374,12th,8,Never-married,Sales,Unmarried,Black,0,0,0,40,United-States,0
31328,47,Private,148995,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,2415,60,United-States,1
31329,59,Private,159008,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,56,United-States,0
31330,37,Private,271013,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,1,0,0,40,United-States,0
31331,33,Private,199046,Bachelors,13,Never-married,Sales,Not-in-family,White,0,0,0,40,United-States,0
31332,34,Private,164280,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,1,0,0,40,Portugal,0
31333,35,Local-gov,116960,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,1887,40,United-States,1
31334,55,Private,100054,10th,6,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States,0
31335,18,Private,183824,12th,8,Never-married,Other-service,Own-child,White,1,0,0,30,United-States,0
31336,48,Private,313925,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,0,0,0,30,United-States,1
31337,48,Private,379883,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,Cuba,1
31338,70,?,92593,Some-college,10,Widowed,?,Not-in-family,White,0,0,0,25,United-States,0
31339,27,Private,189777,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
31340,43,Private,198330,Masters,14,Widowed,Prof-specialty,Unmarried,Black,0,0,0,37,United-States,0
31341,32,Private,127451,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,38,United-States,1
31342,62,?,31577,HS-grad,9,Married-civ-spouse,?,Husband,White,1,0,0,18,United-States,0
31343,18,?,90230,HS-grad,9,Never-married,?,Own-child,White,1,0,0,20,United-States,0
31344,50,Private,301024,Bachelors,13,Separated,Sales,Not-in-family,White,1,0,0,40,United-States,1
31345,38,Self-emp-not-inc,175732,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,1,0,0,15,United-States,0
31346,18,Private,218889,9th,5,Never-married,Other-service,Own-child,Black,1,0,0,35,United-States,0
31347,46,Private,117605,9th,5,Divorced,Sales,Not-in-family,White,1,0,0,35,United-States,0
31348,26,Private,154571,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,1,0,0,45,United-States,1
31349,44,Private,228057,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,0,0,0,40,Dominican-Republic,0
31350,32,Private,173998,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,60,United-States,0
31351,25,Private,90752,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States,0
31352,55,Private,51008,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,0,0,0,40,United-States,0
31353,55,Federal-gov,113398,Some-college,10,Never-married,Adm-clerical,Unmarried,White,1,0,0,40,United-States,0
31354,25,Private,74977,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,0,0,0,40,United-States,0
31355,40,Private,101593,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,0
31356,29,Private,228346,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,1,0,0,50,United-States,0
31357,60,Private,180418,11th,7,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,40,United-States,0
31358,45,Private,44489,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,45,United-States,0
31359,43,Self-emp-not-inc,277488,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,30,United-States,0
31360,24,Private,103064,HS-grad,9,Never-married,Sales,Own-child,White,0,0,0,55,United-States,0
31361,34,Private,226872,Bachelors,13,Divorced,Sales,Not-in-family,White,0,0,0,40,United-States,0
31362,47,Self-emp-not-inc,330416,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,1,0,0,60,United-States,0
31363,24,Private,186495,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,0,0,0,32,United-States,0
31364,47,State-gov,205712,Some-college,10,Married-civ-spouse,Other-service,Husband,White,1,0,0,38,United-States,0
31365,18,Private,217743,11th,7,Never-married,Sales,Own-child,White,0,0,0,40,United-States,0
31366,50,Self-emp-inc,52565,Some-college,10,Married-civ-spouse,Sales,Husband,White,1,0,1485,40,United-States,0
31367,22,Private,239954,Some-college,10,Never-married,Adm-clerical,Other-relative,White,1,0,0,40,United-States,0
31368,49,Self-emp-not-inc,349986,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,60,United-States,1
31369,41,Private,117585,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,1485,40,United-States,1
31370,68,Self-emp-not-inc,122094,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,15,United-States,0
31371,62,Self-emp-not-inc,26857,7th-8th,4,Widowed,Farming-fishing,Other-relative,White,0,0,0,35,United-States,0
31372,25,Local-gov,192321,Bachelors,13,Never-married,Prof-specialty,Own-child,White,0,0,0,40,United-States,0
31373,24,Private,88095,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,0,0,0,24,Mexico,0
31374,32,Private,124187,9th,5,Married-civ-spouse,Farming-fishing,Husband,Black,1,0,0,40,United-States,0
31375,49,Private,123681,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,43,United-States,1
31376,68,Private,145638,Some-college,10,Divorced,Sales,Not-in-family,White,0,0,0,40,United-States,0
31377,25,Private,130513,Assoc-acdm,12,Never-married,Sales,Own-child,White,0,0,0,40,Peru,0
31378,47,Federal-gov,197038,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,0
31379,35,Private,189092,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,1
31380,37,Self-emp-not-inc,198841,11th,7,Married-civ-spouse,Transport-moving,Husband,White,1,0,0,40,United-States,0
31381,57,Private,317969,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,50,United-States,0
31382,37,Private,103121,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,0,0,1848,40,United-States,1
31383,34,Private,111589,10th,6,Never-married,Other-service,Unmarried,Black,0,0,0,40,Jamaica,0
31384,46,Local-gov,267952,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,0,0,0,36,United-States,0
31385,21,Private,63899,11th,7,Never-married,Adm-clerical,Other-relative,White,0,0,0,40,United-States,0
31386,26,Private,473625,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,0,0,0,30,United-States,0
31387,45,Private,187901,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,1,0,2258,44,United-States,1
31388,17,Private,24090,HS-grad,9,Never-married,Exec-managerial,Own-child,White,0,0,0,35,United-States,0
31389,36,Self-emp-inc,102729,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,70,United-States,0
31390,33,Private,91666,12th,8,Divorced,Exec-managerial,Not-in-family,White,1,0,0,40,United-States,0
31391,27,Private,215873,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,1,0,0,40,United-States,0
31392,32,Private,152109,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,48,United-States,0
31393,24,Private,175586,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,0,0,0,40,United-States,0
31394,37,Private,232614,HS-grad,9,Divorced,Other-service,Unmarried,Black,0,0,0,30,United-States,0
31395,53,State-gov,229465,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,50,United-States,1
31396,44,Private,147110,Some-college,10,Divorced,Adm-clerical,Own-child,White,1,14344,0,40,United-States,1
31397,43,Local-gov,161240,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,1,0,0,45,United-States,1
31398,29,Private,358124,HS-grad,9,Never-married,Other-service,Other-relative,Black,0,0,0,52,United-States,0
31399,47,Private,222529,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,65,United-States,0
31400,37,Self-emp-not-inc,338320,Masters,14,Never-married,Exec-managerial,Not-in-family,White,1,0,0,60,United-States,0
31401,43,Self-emp-inc,62026,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,1,99999,0,40,United-States,1
31402,23,Private,263886,Some-college,10,Never-married,Sales,Not-in-family,Black,0,0,0,20,United-States,0
31403,50,Private,310774,Bachelors,13,Married-civ-spouse,Sales,Husband,White,1,0,0,35,United-States,0
31404,25,Private,98155,Some-college,10,Never-married,Prof-specialty,Own-child,White,1,0,0,40,United-States,0
31405,40,Private,259307,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,50,United-States,0
31406,39,Private,358753,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,1,7688,0,40,United-States,1
31407,41,Private,29762,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,52,United-States,1
31408,32,Private,202729,HS-grad,9,Married-civ-spouse,Transport-moving,Own-child,White,1,0,0,40,United-States,0
31409,19,Private,28790,Some-college,10,Never-married,Other-service,Not-in-family,White,0,0,0,40,United-States,0
31410,26,Private,53209,HS-grad,9,Never-married,Other-service,Own-child,White,1,0,0,40,United-States,0
31411,30,Local-gov,169020,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,0
31412,34,Private,127195,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,40,United-States,0
31413,41,Private,211731,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,0,0,0,40,Mexico,0
31414,42,Self-emp-not-inc,126614,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Other,1,0,0,30,Iran,0
31415,45,Private,259463,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,40,United-States,1
31416,22,Private,228411,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,1,0,0,35,United-States,0
31417,25,Private,117827,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,1,0,0,40,United-States,0
31418,22,Federal-gov,57216,Some-college,10,Never-married,Adm-clerical,Own-child,Black,1,0,0,20,United-States,0
31419,46,State-gov,250821,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,1,15024,0,40,United-States,1
31420,48,Self-emp-inc,88564,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,1,0,0,45,United-States,0
31421,45,Private,172822,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,52,United-States,1
31422,19,Private,251579,Some-college,10,Never-married,Other-service,Own-child,White,1,0,0,14,United-States,0
31423,31,Private,118399,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
31424,30,Self-emp-inc,178383,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,1,0,0,70,United-States,0
31425,40,Self-emp-not-inc,170866,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,1,0,0,50,United-States,1
31426,60,?,268954,Some-college,10,Married-civ-spouse,?,Husband,White,1,0,0,12,United-States,1
31427,52,?,89951,12th,8,Married-civ-spouse,?,Wife,Black,0,0,0,40,United-States,1
31428,22,Private,203894,Some-college,10,Never-married,Sales,Own-child,White,0,0,0,15,United-States,0
31429,25,Private,237065,Some-college,10,Divorced,Other-service,Own-child,Black,1,0,0,38,United-States,0
31430,51,Local-gov,108435,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,80,United-States,1
31431,32,Private,93213,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,62,United-States,0
31432,51,Self-emp-inc,231230,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,1,0,0,25,United-States,0
31433,42,Private,386175,Some-college,10,Divorced,Sales,Not-in-family,White,1,0,0,50,United-States,1
31434,39,Private,128392,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,1887,40,United-States,1
31435,24,Private,223515,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,0,45,United-States,0
31436,52,Private,208630,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,0,0,1741,38,United-States,0
31437,58,?,97969,1st-4th,2,Married-spouse-absent,?,Unmarried,Amer-Indian-Eskimo,1,0,0,40,United-States,0
31438,43,Private,174295,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,1,0,0,55,United-States,0
31439,31,Private,60229,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,1,0,0,40,United-States,0
31440,28,Private,66095,HS-grad,9,Married-civ-spouse,Sales,Husband,White,1,0,0,40,United-States,0
31441,31,Federal-gov,130057,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,1,7688,0,60,United-States,1
31442,61,Private,179743,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,1,0,2051,20,United-States,0
31443,26,Private,192022,Bachelors,13,Never-married,Prof-specialty,Own-child,White,0,0,0,40,United-States,0
31444,46,Private,45288,Bachelors,13,Never-married,Other-service,Not-in-family,White,1,0,0,40,United-States,0
31445,62,?,178764,HS-grad,9,Married-civ-spouse,?,Husband,White,1,0,0,40,United-States,1
31446,50,Private,99476,Masters,14,Divorced,Prof-specialty,Not-in-family,White,0,0,0,35,United-States,0
31447,18,Private,41973,11th,7,Never-married,Adm-clerical,Own-child,White,0,0,0,5,United-States,0
31448,23,Private,162228,Bachelors,13,Never-married,Sales,Not-in-family,White,1,0,0,48,United-States,0
31449,21,Private,211968,Some-college,10,Never-married,Sales,Own-child,White,0,0,1762,28,United-States,0
